date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster,,,,,,,,,,,,,,
8/11/2014 7:46,2,3,66,348,48862,2234.2641,12,0,1,9,8/27/2014,8/31/2014,2,0,1,8250,1,0,3,2,50,628,1,,,,,,,,,,,,,,
8/11/2014 8:22,2,3,66,348,48862,2234.2641,12,0,1,9,8/29/2014,9/2/2014,2,0,1,8250,1,1,1,2,50,628,1,,,,,,,,,,,,,,
8/11/2014 8:24,2,3,66,348,48862,2234.2641,12,0,0,9,8/29/2014,9/2/2014,2,0,1,8250,1,0,1,2,50,628,1,,,,,,,,,,,,,,
8/9/2014 18:05,2,3,66,442,35390,913.1932,93,0,0,3,11/23/2014,11/28/2014,2,0,1,14984,1,0,1,2,50,1457,80,,,,,,,,,,,,,,
8/9/2014 18:08,2,3,66,442,35390,913.6259,93,0,0,3,11/23/2014,11/28/2014,2,0,1,14984,1,0,1,2,50,1457,21,,,,,,,,,,,,,,
8/9/2014 18:13,2,3,66,442,35390,911.5142,93,0,0,3,11/23/2014,11/28/2014,2,0,1,14984,1,0,1,2,50,1457,92,,,,,,,,,,,,,,
7/16/2014 9:42,2,3,66,189,10067,,501,0,0,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,2,2,50,675,41,,,,,,,,,,,,,,
7/16/2014 9:45,2,3,66,189,10067,,501,0,1,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,1,2,50,675,41,,,,,,,,,,,,,,
7/16/2014 9:52,2,3,66,189,10067,,501,0,0,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,1,2,50,675,69,,,,,,,,,,,,,,
7/16/2014 9:55,2,3,66,189,10067,,501,0,0,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,1,2,50,675,70,,,,,,,,,,,,,,
7/16/2014 10:00,2,3,66,189,10067,,501,0,0,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,1,2,50,675,98,,,,,,,,,,,,,,
7/16/2014 10:02,2,3,66,189,10067,,501,0,0,2,8/1/2014,8/2/2014,2,0,1,8267,1,0,1,2,50,675,10,,,,,,,,,,,,,,
1/17/2014 6:24,2,3,66,318,22418,420.6642,756,0,1,9,4/17/2014,4/20/2014,2,0,1,8291,1,0,5,2,50,191,18,,,,,,,,,,,,,,
1/18/2014 14:33,2,3,66,318,52078,,756,0,1,9,4/16/2014,4/19/2014,2,0,1,8291,1,0,1,2,50,191,28,,,,,,,,,,,,,,
1/21/2014 6:39,2,3,66,318,22418,421.8551,756,0,1,2,4/17/2014,4/20/2014,2,0,1,8291,1,0,1,2,50,191,25,,,,,,,,,,,,,,
1/21/2014 6:40,2,3,66,318,22418,421.8551,756,0,1,2,4/18/2014,4/20/2014,2,0,1,8291,1,0,1,2,50,191,25,,,,,,,,,,,,,,
1/22/2014 6:10,2,3,66,318,22418,421.8551,756,0,1,2,4/18/2014,4/20/2014,2,0,1,8291,1,0,1,2,50,191,25,,,,,,,,,,,,,,
1/24/2014 11:52,2,3,66,318,22418,421.8551,756,0,1,9,4/17/2014,4/19/2014,2,0,1,8291,1,0,1,2,50,191,25,,,,,,,,,,,,,,
1/24/2014 17:26,2,3,66,318,52078,,756,0,1,9,4/17/2014,4/19/2014,2,0,1,8291,1,0,1,2,50,191,25,,,,,,,,,,,,,,
2/27/2014 17:44,2,3,66,318,52078,,756,0,1,4,4/17/2014,4/19/2014,2,0,1,8291,1,0,1,2,50,191,2,,,,,,,,,,,,,,
2/27/2014 18:01,2,3,66,318,52078,,756,0,1,4,4/18/2014,4/20/2014,2,0,1,8291,1,1,1,2,50,191,2,,,,,,,,,,,,,,
12/30/2014 9:50,2,3,66,318,21655,,756,0,1,2,2/6/2015,2/8/2015,1,0,1,12193,6,0,2,2,50,406,16,,,,,,,,,,,,,,
12/30/2014 9:55,2,3,66,318,21655,,756,0,1,2,2/6/2015,2/8/2015,1,0,1,12193,6,0,2,2,50,406,16,,,,,,,,,,,,,,
12/30/2014 9:56,2,3,66,318,21655,,756,0,1,2,2/6/2015,2/8/2015,1,0,1,12193,6,0,1,2,50,406,94,,,,,,,,,,,,,,
10/22/2014 12:20,2,3,66,318,52997,47.7027,776,0,0,9,10/25/2014,10/26/2014,2,0,1,27082,6,0,2,2,50,641,77,,,,,,,,,,,,,,
11/10/2014 12:38,2,3,66,318,48382,1753.2617,776,0,1,9,1/22/2015,1/24/2015,1,0,1,8250,1,0,1,2,50,628,24,,,,,,,,,,,,,,
6/15/2013 15:10,30,4,195,548,56440,,1048,0,1,9,9/7/2013,9/15/2013,2,0,1,1385,1,0,1,0,185,185,58,,,,,,,,,,,,,,
6/15/2013 15:38,30,4,195,548,56440,,1048,0,1,9,9/6/2013,9/14/2013,2,0,1,1385,1,1,1,0,185,185,58,,,,,,,,,,,,,,
11/22/2014 14:32,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 14:37,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,82,,,,,,,,,,,,,,
11/22/2014 16:55,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,46,,,,,,,,,,,,,,
11/22/2014 16:59,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,30,,,,,,,,,,,,,,
11/22/2014 17:02,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 17:04,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 17:05,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,57,,,,,,,,,,,,,,
11/22/2014 17:07,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 19:56,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,46,,,,,,,,,,,,,,
11/22/2014 20:38,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,30,,,,,,,,,,,,,,
11/22/2014 20:43,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,85,,,,,,,,,,,,,,
11/22/2014 20:45,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,46,,,,,,,,,,,,,,
11/22/2014 20:47,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 20:50,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 20:53,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,82,,,,,,,,,,,,,,
11/22/2014 20:55,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1197,5,,,,,,,,,,,,,,
11/22/2014 21:00,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1197,29,,,,,,,,,,,,,,
11/22/2014 21:01,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,,,,,,,,,,,,,
11/22/2014 21:10,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 21:12,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,62,,,,,,,,,,,,,,
11/22/2014 21:15,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/22/2014 21:55,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,46,,,,,,,,,,,,,,
11/22/2014 22:00,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,,,,,,,,,,,,,
11/22/2014 22:06,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 22:09,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,1197,29,,,,,,,,,,,,,,
11/22/2014 22:20,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 22:27,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/22/2014 22:29,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 16:42,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,,,,,,,,,,,,,
11/23/2014 16:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 16:50,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,46,,,,,,,,,,,,,,
11/23/2014 16:56,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:00,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/23/2014 17:06,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,6,,,,,,,,,,,,,,
11/23/2014 17:10,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,82,,,,,,,,,,,,,,
11/23/2014 17:16,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,81,,,,,,,,,,,,,,
11/23/2014 17:17,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,36,,,,,,,,,,,,,,
11/23/2014 17:18,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 17:21,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:38,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,36,,,,,,,,,,,,,,
11/23/2014 17:39,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 17:41,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,53,,,,,,,,,,,,,,
11/23/2014 18:02,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,69,36,,,,,,,,,,,,,,
12/28/2014 21:43,30,4,195,991,20735,,1048,0,0,9,7/13/2015,7/16/2015,2,0,1,13474,4,0,1,6,204,27,8,,,,,,,,,,,,,,
2/15/2013 13:18,2,3,66,462,41898,2716.6746,1482,0,0,1,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,28,,,,,,,,,,,,,,
2/16/2013 11:57,2,3,66,462,41898,2716.5257,1482,0,0,0,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,73,,,,,,,,,,,,,,
2/16/2013 12:03,2,3,66,462,41898,2722.4856,1482,0,0,0,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,26,,,,,,,,,,,,,,
2/16/2013 12:23,2,3,66,462,41898,2716.6746,1482,0,0,0,3/1/2013,3/6/2013,2,0,1,8857,1,0,1,2,50,214,28,,,,,,,,,,,,,,
1/3/2014 16:19,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/26/2014,3,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:30,2,3,66,462,41898,2454.8588,1482,0,1,1,2/22/2014,2/27/2014,3,0,2,12009,1,1,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:34,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:44,2,3,66,462,41898,2454.8588,1482,0,1,1,2/22/2014,2/27/2014,2,0,1,12009,1,1,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:58,2,3,66,462,41898,2454.8588,1482,0,1,1,2/23/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 17:11,2,3,66,462,41898,2454.8588,1482,0,1,1,2/24/2014,2/27/2014,2,0,1,12009,1,1,1,2,50,680,95,,,,,,,,,,,,,,
1/4/2014 14:57,2,3,66,462,41898,2454.8588,1482,0,1,0,2/21/2014,2/26/2014,3,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/4/2014 15:01,2,3,66,462,41898,2454.8588,1482,0,0,0,2/21/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/4/2014 15:02,2,3,66,462,41898,2454.8588,1482,0,0,0,2/22/2014,2/27/2014,2,0,1,12009,1,0,2,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:28,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,4,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:31,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,3,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:38,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,2,0,1,12009,1,0,3,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:42,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,2,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:46,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,1,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/8/2014 13:57,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/23/2014,3,0,2,12009,125,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,
11/22/2014 21:10,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 21:12,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,62,,,,,,,,,,,,,,
11/22/2014 21:15,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/22/2014 21:55,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,46,,,,,,,,,,,,,,
11/22/2014 22:00,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,,,,,,,,,,,,,
11/22/2014 22:06,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/22/2014 22:09,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,1197,29,,,,,,,,,,,,,,
11/22/2014 22:20,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,36,,,,,,,,,,,,,,
11/22/2014 22:27,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/22/2014 22:29,30,4,195,991,47725,,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 16:42,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,59,,,,,,,,,,,,,,
11/23/2014 16:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 16:50,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,46,,,,,,,,,,,,,,
11/23/2014 16:56,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:00,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,81,,,,,,,,,,,,,,
11/23/2014 17:06,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,6,,,,,,,,,,,,,,
11/23/2014 17:10,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,82,,,,,,,,,,,,,,
11/23/2014 17:16,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,81,,,,,,,,,,,,,,
11/23/2014 17:17,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,36,,,,,,,,,,,,,,
11/23/2014 17:18,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 17:21,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,2,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:38,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,36,,,,,,,,,,,,,,
11/23/2014 17:39,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,29,,,,,,,,,,,,,,
11/23/2014 17:41,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36,,,,,,,,,,,,,,
11/23/2014 17:48,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,1236,53,,,,,,,,,,,,,,
11/23/2014 18:02,30,4,195,991,47725,,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,69,36,,,,,,,,,,,,,,
12/28/2014 21:43,30,4,195,991,20735,,1048,0,0,9,7/13/2015,7/16/2015,2,0,1,13474,4,0,1,6,204,27,8,,,,,,,,,,,,,,
2/15/2013 13:18,2,3,66,462,41898,2716.6746,1482,0,0,1,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,28,,,,,,,,,,,,,,
2/16/2013 11:57,2,3,66,462,41898,2716.5257,1482,0,0,0,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,73,,,,,,,,,,,,,,
2/16/2013 12:03,2,3,66,462,41898,2722.4856,1482,0,0,0,2/24/2013,3/1/2013,2,0,1,8857,1,0,1,2,50,214,26,,,,,,,,,,,,,,
2/16/2013 12:23,2,3,66,462,41898,2716.6746,1482,0,0,0,3/1/2013,3/6/2013,2,0,1,8857,1,0,1,2,50,214,28,,,,,,,,,,,,,,
1/3/2014 16:19,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/26/2014,3,0,2,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:30,2,3,66,462,41898,2454.8588,1482,0,1,1,2/22/2014,2/27/2014,3,0,2,12009,1,1,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:34,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:44,2,3,66,462,41898,2454.8588,1482,0,1,1,2/22/2014,2/27/2014,2,0,1,12009,1,1,1,2,50,680,95,,,,,,,,,,,,,,
1/3/2014 16:58,2,3,66,462,41898,2454.8588,1482,0,1,1,2/23/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95,,,,,,,,,,,,,,
